Date,Region,State,Condition,Temperature_C,Precipitation_mm
2025-01-20,Western,Rajasthan,Clear,14.8,3.9
2025-01-20,Western,Goa,Clear,14.8,2.8
2025-01-20,Eastern,West Bengal,Clear,17.7,2.9
2025-01-20,Eastern,Odisha,Clear,18.5,3.7
2025-01-20,Eastern,Bihar,Clear,12.3,0.6
2025-01-20,Eastern,Jharkhand,Clear,11.0,4.7
2025-01-20,Southern,Karnataka,Clear,13.4,2.0
2025-01-20,Southern,Tamil Nadu,Clear,16.8,3.1
2025-01-20,Southern,Kerala,Cold,19.6,0.8
2025-01-20,Southern,Andhra Pradesh,Cold,18.2,4.0
2025-01-20,Southern,Telangana,Clear,14.4,4.6
2025-01-20,North-Eastern,Assam,Cold,13.7,1.3
2025-01-20,North-Eastern,Meghalaya,Clear,13.8,0.2
2025-01-20,North-Eastern,Manipur,Clear,15.2,3.1
2025-01-20,North-Eastern,Nagaland,Clear,10.6,4.8
2025-01-20,North-Eastern,Tripura,Cold,14.4,3.2
2025-01-21,Northern,Delhi,Cold,19.3,4.3
2025-01-21,Northern,Punjab,Clear,10.3,1.4
2025-01-21,Northern,Haryana,Clear,17.0,2.6
2025-01-21,Northern,Himachal Pradesh,Clear,10.4,0.8
2025-01-21,Northern,Uttarakhand,Cold,19.8,3.3
2025-01-21,Northern,Jammu & Kashmir,Cold,17.8,5.0
2025-01-21,Western,Maharashtra,Clear,14.1,3.3
2025-01-21,Western,Gujarat,Cold,17.4,2.6
2025-01-21,Western,Rajasthan,Cold,15.5,4.6
2025-01-21,Western,Goa,Clear,19.2,4.1
2025-01-21,Eastern,West Bengal,Clear,18.2,1.7
2025-01-21,Eastern,Odisha,Cold,11.9,3.0
2025-01-21,Eastern,Bihar,Clear,12.6,2.9
2025-01-21,Eastern,Jharkhand,Clear,15.6,2.5
2025-01-21,Southern,Karnataka,Clear,19.5,1.5
2025-01-21,Southern,Tamil Nadu,Clear,18.8,4.8
2025-01-21,Southern,Kerala,Clear,14.4,1.3
2025-01-21,Southern,Andhra Pradesh,Clear,17.7,2.8
2025-01-21,Southern,Telangana,Clear,14.6,4.8
2025-01-21,North-Eastern,Assam,Clear,18.6,4.5
2025-01-21,North-Eastern,Meghalaya,Clear,10.7,0.6
2025-01-21,North-Eastern,Manipur,Clear,12.2,3.9
2025-01-21,North-Eastern,Nagaland,Clear,13.2,1.1
2025-01-21,North-Eastern,Tripura,Clear,10.1,2.6
2025-01-22,Northern,Delhi,Clear,10.9,1.2
2025-01-22,Northern,Punjab,Clear,13.4,3.7
2025-01-22,Northern,Haryana,Clear,14.8,4.7
2025-01-22,Northern,Himachal Pradesh,Clear,15.7,1.1
2025-01-22,Northern,Uttarakhand,Cold,16.8,4.7
2025-01-22,Northern,Jammu & Kashmir,Cold,12.0,2.5
2025-01-22,Western,Maharashtra,Clear,12.7,1.2
2025-01-22,Western,Gujarat,Cold,12.5,1.0
2025-01-22,Western,Rajasthan,Clear,17.8,1.8
2025-01-22,Western,Goa,Cold,16.8,4.6
2025-01-22,Eastern,West Bengal,Clear,10.1,2.5
2025-01-22,Eastern,Odisha,Clear,18.5,4.8
2025-01-22,Eastern,Bihar,Clear,14.9,3.1
2025-01-22,Eastern,Jharkhand,Clear,14.9,4.3
2025-01-22,Southern,Karnataka,Clear,12.2,1.4
2025-01-22,Southern,Tamil Nadu,Clear,15.3,0.6
2025-01-22,Southern,Kerala,Clear,15.4,2.4
2025-01-22,Southern,Andhra Pradesh,Clear,18.6,1.7
2025-01-22,Southern,Telangana,Cold,11.2,2.3
2025-01-22,North-Eastern,Assam,Clear,16.9,2.3
2025-01-22,North-Eastern,Meghalaya,Cold,13.8,3.4
2025-01-22,North-Eastern,Manipur,Cold,16.1,1.6
2025-01-22,North-Eastern,Nagaland,Clear,12.6,0.9
2025-01-22,North-Eastern,Tripura,Clear,16.1,2.4
2025-01-23,Northern,Delhi,Clear,14.2,0.9
2025-01-23,Northern,Punjab,Clear,13.7,3.5
2025-01-23,Northern,Haryana,Clear,11.8,1.4
2025-01-23,Northern,Himachal Pradesh,Cold,16.9,4.9
2025-01-23,Northern,Uttarakhand,Cold,18.0,3.6
2025-01-23,Northern,Jammu & Kashmir,Clear,13.8,2.2
2025-01-23,Western,Maharashtra,Cold,17.4,4.0
2025-01-23,Western,Gujarat,Clear,11.8,4.0
2025-01-23,Western,Rajasthan,Clear,18.9,0.7
2025-01-23,Western,Goa,Clear,17.2,2.6
2025-01-23,Eastern,West Bengal,Clear,15.6,1.5
2025-01-23,Eastern,Odisha,Clear,11.0,0.2
2025-01-23,Eastern,Bihar,Cold,18.1,0.3
2025-01-23,Eastern,Jharkhand,Clear,11.0,4.2
2025-01-23,Southern,Karnataka,Clear,13.6,1.7
2025-01-23,Southern,Tamil Nadu,Clear,18.1,2.8
2025-01-23,Southern,Kerala,Clear,11.2,0.1
2025-01-23,Southern,Andhra Pradesh,Clear,12.0,4.8
2025-01-23,Southern,Telangana,Clear,15.4,3.2
2025-01-23,North-Eastern,Assam,Clear,16.7,1.8
2025-01-23,North-Eastern,Meghalaya,Clear,14.5,3.9
2025-01-23,North-Eastern,Manipur,Cold,12.9,1.9
2025-01-23,North-Eastern,Nagaland,Clear,18.7,4.8
2025-01-23,North-Eastern,Tripura,Clear,13.4,4.0
2025-01-24,Northern,Delhi,Clear,14.0,3.1
2025-01-24,Northern,Punjab,Cold,13.4,0.4
2025-01-24,Northern,Haryana,Clear,12.9,1.6
2025-01-24,Northern,Himachal Pradesh,Clear,14.0,3.0
2025-01-24,Northern,Uttarakhand,Clear,19.4,3.9
2025-01-24,Northern,Jammu & Kashmir,Clear,19.7,2.9
2025-01-24,Western,Maharashtra,Clear,18.5,0.8
2025-01-24,Western,Gujarat,Cold,16.6,3.6
2025-01-24,Western,Rajasthan,Clear,10.8,3.5
2025-01-24,Western,Goa,Cold,11.0,2.0
2025-01-24,Eastern,West Bengal,Clear,10.3,2.7
2025-01-24,Eastern,Odisha,Clear,20.0,2.6
2025-01-24,Eastern,Bihar,Cold,11.6,1.3
2025-01-24,Eastern,Jharkhand,Clear,13.9,4.7
2025-01-24,Southern,Karnataka,Cold,12.8,1.2
2025-01-24,Southern,Tamil Nadu,Clear,15.3,0.6
2025-01-24,Southern,Kerala,Cold,16.6,0.1
2025-01-24,Southern,Andhra Pradesh,Clear,14.7,4.3
2025-01-24,Southern,Telangana,Clear,15.5,4.7
2025-01-24,North-Eastern,Assam,Cold,17.0,4.8
2025-01-24,North-Eastern,Meghalaya,Cold,14.6,3.0
2025-01-24,North-Eastern,Manipur,Clear,15.6,3.2
2025-01-24,North-Eastern,Nagaland,Clear,15.3,3.2
2025-01-24,North-Eastern,Tripura,Clear,12.3,2.4
2025-01-25,Northern,Delhi,Cold,13.7,2.2
2025-01-25,Northern,Punjab,Clear,10.1,0.8
2025-01-25,Northern,Haryana,Clear,18.5,4.1
2025-01-25,Northern,Himachal Pradesh,Clear,15.4,1.4
2025-01-25,Northern,Uttarakhand,Clear,19.5,4.6
2025-01-25,Northern,Jammu & Kashmir,Clear,17.7,1.5
2025-01-25,Western,Maharashtra,Clear,18.0,3.0
2025-01-25,Western,Gujarat,Clear,14.1,1.9
2025-01-25,Western,Rajasthan,Clear,12.5,2.2
2025-01-25,Western,Goa,Clear,13.9,3.7
2025-01-25,Eastern,West Bengal,Clear,10.8,1.1
2025-01-25,Eastern,Odisha,Clear,17.6,1.2
2025-01-25,Eastern,Bihar,Clear,16.8,4.0
2025-01-25,Eastern,Jharkhand,Clear,15.3,3.2
2025-01-25,Southern,Karnataka,Clear,18.5,2.1
2025-01-25,Southern,Tamil Nadu,Cold,11.1,0.7
2025-01-25,Southern,Kerala,Clear,12.7,3.1
2025-01-25,Southern,Andhra Pradesh,Clear,13.2,2.5
2025-01-25,Southern,Telangana,Cold,15.3,0.2
2025-01-25,North-Eastern,Assam,Cold,12.8,4.9
2025-01-25,North-Eastern,Meghalaya,Cold,17.3,3.6
2025-01-25,North-Eastern,Manipur,Cold,10.1,0.5
2025-01-25,North-Eastern,Nagaland,Cold,13.1,1.7
2025-01-25,North-Eastern,Tripura,Clear,14.6,5.0
2025-01-26,Northern,Delhi,Cold,18.4,1.7
2025-01-26,Northern,Punjab,Cold,17.8,0.3
2025-01-26,Northern,Haryana,Cold,11.8,2.7
2025-01-26,Northern,Himachal Pradesh,Clear,18.3,4.1
2025-01-26,Northern,Uttarakhand,Cold,17.1,4.9
2025-01-26,Northern,Jammu & Kashmir,Clear,14.4,3.9
2025-01-26,Western,Maharashtra,Clear,12.0,5.0
2025-01-26,Western,Gujarat,Clear,15.2,3.9
2025-01-26,Western,Rajasthan,Cold,16.8,2.4
2025-01-26,Western,Goa,Clear,11.6,4.7
2025-01-26,Eastern,West Bengal,Clear,19.4,0.2
2025-01-26,Eastern,Odisha,Clear,14.8,0.6
2025-01-26,Eastern,Bihar,Clear,18.9,1.0
2025-01-26,Eastern,Jharkhand,Clear,11.1,1.1
2025-01-26,Southern,Karnataka,Clear,10.2,2.2
2025-01-26,Southern,Tamil Nadu,Clear,14.0,2.9
2025-01-26,Southern,Kerala,Cold,10.4,0.0
2025-01-26,Southern,Andhra Pradesh,Clear,16.0,2.4
2025-01-26,Southern,Telangana,Clear,12.5,3.9
2025-01-26,North-Eastern,Assam,Clear,16.2,0.5
2025-01-26,North-Eastern,Meghalaya,Clear,13.6,0.3
2025-01-26,North-Eastern,Manipur,Cold,17.9,3.5
2025-01-26,North-Eastern,Nagaland,Cold,13.2,2.4
2025-01-26,North-Eastern,Tripura,Clear,17.6,3.9
2025-01-27,Northern,Delhi,Clear,10.2,3.7
2025-01-27,Northern,Punjab,Clear,11.3,1.8
2025-01-27,Northern,Haryana,Cold,14.4,2.4
2025-01-27,Northern,Himachal Pradesh,Clear,14.9,2.7
2025-01-27,Northern,Uttarakhand,Clear,13.5,0.9
2025-01-27,Northern,Jammu & Kashmir,Clear,18.7,2.3
2025-01-27,Western,Maharashtra,Clear,15.5,4.6
2025-01-27,Western,Gujarat,Cold,14.5,2.7
2025-01-27,Western,Rajasthan,Clear,14.5,2.7
2025-01-27,Western,Goa,Clear,17.3,2.5
2025-01-27,Eastern,West Bengal,Cold,13.6,3.1
2025-01-27,Eastern,Odisha,Clear,17.2,1.2
2025-01-27,Eastern,Bihar,Clear,18.2,4.8
2025-01-27,Eastern,Jharkhand,Cold,15.0,2.6
2025-01-27,Southern,Karnataka,Clear,12.8,0.8
2025-01-27,Southern,Tamil Nadu,Clear,11.1,3.2
2025-01-27,Southern,Kerala,Clear,10.4,3.3
2025-01-27,Southern,Andhra Pradesh,Cold,10.3,0.9
2025-01-27,Southern,Telangana,Cold,11.0,2.4
2025-01-27,North-Eastern,Assam,Clear,13.9,3.2
2025-01-27,North-Eastern,Meghalaya,Clear,17.0,2.6
2025-01-27,North-Eastern,Manipur,Clear,12.2,0.2
2025-01-27,North-Eastern,Nagaland,Clear,19.3,0.4
2025-01-27,North-Eastern,Tripura,Cold,19.3,3.3
2025-01-28,Northern,Delhi,Cold,16.4,2.3
2025-01-28,Northern,Punjab,Clear,19.4,2.8
2025-01-28,Northern,Haryana,Clear,17.9,4.1
2025-01-28,Northern,Himachal Pradesh,Cold,12.7,4.1
2025-01-28,Northern,Uttarakhand,Cold,18.3,3.7
2025-01-28,Northern,Jammu & Kashmir,Cold,19.6,4.7
2025-01-28,Western,Maharashtra,Cold,12.3,0.5
2025-01-28,Western,Gujarat,Clear,15.3,0.9
2025-01-28,Western,Rajasthan,Cold,19.5,2.9
2025-01-28,Western,Goa,Clear,14.2,3.7
2025-01-28,Eastern,West Bengal,Cold,15.8,3.8
2025-01-28,Eastern,Odisha,Clear,16.7,2.3
2025-01-28,Eastern,Bihar,Cold,11.8,0.8
2025-01-28,Eastern,Jharkhand,Clear,16.6,2.5
2025-01-28,Southern,Karnataka,Clear,14.4,5.0
2025-01-28,Southern,Tamil Nadu,Clear,15.5,4.5
2025-01-28,Southern,Kerala,Clear,14.1,4.2
2025-01-28,Southern,Andhra Pradesh,Clear,17.3,2.2
2025-01-28,Southern,Telangana,Clear,15.5,1.2
2025-01-28,North-Eastern,Assam,Clear,19.3,3.8
2025-01-28,North-Eastern,Meghalaya,Clear,14.5,1.8
2025-01-28,North-Eastern,Manipur,Clear,10.3,0.0
2025-01-28,North-Eastern,Nagaland,Clear,15.2,3.0
2025-01-28,North-Eastern,Tripura,Clear,19.8,0.0
2025-01-29,Northern,Delhi,Cold,10.2,4.3
2025-01-29,Northern,Punjab,Clear,19.2,4.1
2025-01-29,Northern,Haryana,Clear,19.3,2.8
2025-01-29,Northern,Himachal Pradesh,Cold,14.6,0.5
2025-01-29,Northern,Uttarakhand,Cold,13.7,0.7
2025-01-29,Northern,Jammu & Kashmir,Clear,12.6,1.2
2025-01-29,Western,Maharashtra,Clear,14.0,0.5
2025-01-29,Western,Gujarat,Cold,17.2,3.7
2025-01-29,Western,Rajasthan,Clear,18.3,0.9
2025-01-29,Western,Goa,Clear,18.2,3.5
2025-01-29,Eastern,West Bengal,Cold,13.0,3.0
2025-01-29,Eastern,Odisha,Clear,13.8,4.0
2025-01-29,Eastern,Bihar,Cold,13.3,4.6
2025-01-29,Eastern,Jharkhand,Clear,18.7,2.1
2025-01-29,Southern,Karnataka,Cold,18.5,3.7
2025-01-29,Southern,Tamil Nadu,Cold,16.3,3.2
2025-01-29,Southern,Kerala,Cold,10.4,1.5
2025-01-29,Southern,Andhra Pradesh,Clear,13.3,2.8
2025-01-29,Southern,Telangana,Clear,10.5,1.1
2025-01-29,North-Eastern,Assam,Clear,19.7,5.0
2025-01-29,North-Eastern,Meghalaya,Clear,10.9,2.9
2025-01-29,North-Eastern,Manipur,Clear,13.9,1.4
2025-01-29,North-Eastern,Nagaland,Cold,14.8,1.7
2025-01-29,North-Eastern,Tripura,Clear,14.0,0.2
2025-01-30,Northern,Delhi,Cold,14.3,2.0
2025-01-30,Northern,Punjab,Clear,11.3,0.7
2025-01-30,Northern,Haryana,Clear,14.0,1.0
2025-01-30,Northern,Himachal Pradesh,Clear,16.2,1.0
2025-01-30,Northern,Uttarakhand,Clear,12.4,2.6
2025-01-30,Northern,Jammu & Kashmir,Clear,13.2,3.9
2025-01-30,Western,Maharashtra,Clear,16.7,0.4
2025-01-30,Western,Gujarat,Clear,11.9,1.8
2025-01-30,Western,Rajasthan,Clear,10.2,3.0
2025-01-30,Western,Goa,Clear,13.5,0.8
2025-01-30,Eastern,West Bengal,Clear,14.4,3.1
2025-01-30,Eastern,Odisha,Cold,13.7,1.0
2025-01-30,Eastern,Bihar,Clear,11.1,4.3
2025-01-30,Eastern,Jharkhand,Cold,16.2,1.2
2025-01-30,Southern,Karnataka,Cold,18.2,4.3
2025-01-30,Southern,Tamil Nadu,Cold,18.0,1.7
2025-01-30,Southern,Kerala,Clear,10.2,2.3
2025-01-30,Southern,Andhra Pradesh,Cold,12.1,3.7
2025-01-30,Southern,Telangana,Clear,12.6,2.6
2025-01-30,North-Eastern,Assam,Clear,19.9,3.1
2025-01-30,North-Eastern,Meghalaya,Clear,10.2,3.5
2025-01-30,North-Eastern,Manipur,Clear,15.3,4.5
2025-01-30,North-Eastern,Nagaland,Clear,12.8,0.9
2025-01-30,North-Eastern,Tripura,Clear,10.5,3.1
2025-01-31,Northern,Delhi,Clear,10.7,4.7
2025-01-31,Northern,Punjab,Clear,18.5,1.4
2025-01-31,Northern,Haryana,Clear,11.1,1.8
2025-01-31,Northern,Himachal Pradesh,Clear,16.5,4.3
2025-01-31,Northern,Uttarakhand,Cold,15.1,4.9
2025-01-31,Northern,Jammu & Kashmir,Clear,13.2,0.5
2025-01-31,Western,Maharashtra,Clear,11.9,2.7
2025-01-31,Western,Gujarat,Clear,15.6,4.8
2025-01-31,Western,Rajasthan,Clear,12.5,0.1
2025-01-31,Western,Goa,Clear,14.9,1.5
2025-01-31,Eastern,West Bengal,Clear,13.5,0.8
2025-01-31,Eastern,Odisha,Clear,13.0,1.8
2025-01-31,Eastern,Bihar,Clear,10.6,1.4
2025-01-31,Eastern,Jharkhand,Clear,18.9,4.4
2025-01-31,Southern,Karnataka,Cold,19.5,4.7
2025-01-31,Southern,Tamil Nadu,Cold,19.0,0.8
2025-01-31,Southern,Kerala,Clear,17.3,0.7
2025-01-31,Southern,Andhra Pradesh,Clear,16.1,4.8
2025-01-31,Southern,Telangana,Clear,14.2,3.4
2025-01-31,North-Eastern,Assam,Clear,19.7,0.8
2025-01-31,North-Eastern,Meghalaya,Clear,15.4,1.6
2025-01-31,North-Eastern,Manipur,Cold,15.8,3.3
2025-01-31,North-Eastern,Nagaland,Clear,18.6,4.0
2025-01-31,North-Eastern,Tripura,Clear,19.0,3.4
2025-02-01,Northern,Delhi,Cold,19.1,2.2
2025-02-01,Northern,Punjab,Cold,15.6,3.3
2025-02-01,Northern,Haryana,Cold,15.6,1.6
2025-02-01,Northern,Himachal Pradesh,Clear,13.2,0.6
2025-02-01,Northern,Uttarakhand,Cold,17.7,3.6
2025-02-01,Northern,Jammu & Kashmir,Clear,13.0,4.8
2025-02-01,Western,Maharashtra,Clear,18.9,4.7
2025-02-01,Western,Gujarat,Clear,17.8,1.4
2025-02-01,Western,Rajasthan,Cold,10.3,0.7
2025-02-01,Western,Goa,Clear,16.1,3.1
2025-02-01,Eastern,West Bengal,Clear,12.3,1.2
2025-02-01,Eastern,Odisha,Clear,10.8,0.1
2025-02-01,Eastern,Bihar,Clear,18.5,0.7
2025-02-01,Eastern,Jharkhand,Clear,13.7,3.6
2025-02-01,Southern,Karnataka,Clear,11.4,2.5
2025-02-01,Southern,Tamil Nadu,Cold,14.1,1.1
2025-02-01,Southern,Kerala,Cold,19.5,4.6
2025-02-01,Southern,Andhra Pradesh,Cold,19.9,3.7
2025-02-01,Southern,Telangana,Cold,19.3,0.3
2025-02-01,North-Eastern,Assam,Clear,14.9,4.3
2025-02-01,North-Eastern,Meghalaya,Clear,18.9,4.3
2025-02-01,North-Eastern,Manipur,Clear,10.4,2.0
2025-02-01,North-Eastern,Nagaland,Clear,17.2,4.1
2025-02-01,North-Eastern,Tripura,Clear,17.4,3.1
2025-02-02,Northern,Delhi,Clear,16.4,2.7
2025-02-02,Northern,Punjab,Clear,15.2,3.9
2025-02-02,Northern,Haryana,Clear,18.8,2.3
2025-02-02,Northern,Himachal Pradesh,Cold,14.0,2.6
2025-02-02,Northern,Uttarakhand,Clear,13.9,0.2
2025-02-02,Northern,Jammu & Kashmir,Clear,11.9,4.8
2025-02-02,Western,Maharashtra,Clear,13.0,2.0
2025-02-02,Western,Gujarat,Clear,14.2,2.3
2025-02-02,Western,Rajasthan,Clear,16.9,4.6
2025-02-02,Western,Goa,Cold,16.5,2.3
2025-02-02,Eastern,West Bengal,Cold,11.1,3.6
2025-02-02,Eastern,Odisha,Clear,17.0,4.7
2025-02-02,Eastern,Bihar,Cold,13.2,2.0
2025-02-02,Eastern,Jharkhand,Cold,15.9,0.9
2025-02-02,Southern,Karnataka,Clear,18.8,4.5
2025-02-02,Southern,Tamil Nadu,Cold,16.9,1.3
2025-02-02,Southern,Kerala,Clear,17.2,4.0
2025-02-02,Southern,Andhra Pradesh,Cold,17.1,0.5
2025-02-02,Southern,Telangana,Clear,15.2,1.8
2025-02-02,North-Eastern,Assam,Clear,19.8,3.6
2025-02-02,North-Eastern,Meghalaya,Clear,13.8,4.7
2025-02-02,North-Eastern,Manipur,Clear,11.7,0.2
2025-02-02,North-Eastern,Nagaland,Clear,16.6,2.8
2025-02-02,North-Eastern,Tripura,Cold,11.4,0.8
2025-02-03,Northern,Delhi,Clear,13.1,0.3
2025-02-03,Northern,Punjab,Clear,14.5,3.8
2025-02-03,Northern,Haryana,Clear,19.0,0.9
2025-02-03,Northern,Himachal Pradesh,Cold,17.7,0.0
2025-02-03,Northern,Uttarakhand,Cold,18.6,2.3
2025-02-03,Northern,Jammu & Kashmir,Clear,16.1,4.0
2025-02-03,Western,Maharashtra,Clear,15.9,1.2
2025-02-03,Western,Gujarat,Clear,14.4,2.3
2025-02-03,Western,Rajasthan,Clear,12.4,3.0
2025-02-03,Western,Goa,Clear,16.3,1.4
2025-02-03,Eastern,West Bengal,Cold,11.5,0.2
2025-02-03,Eastern,Odisha,Clear,11.5,1.7
2025-02-03,Eastern,Bihar,Cold,18.4,3.3
2025-02-03,Eastern,Jharkhand,Clear,10.9,1.7
2025-02-03,Southern,Karnataka,Cold,11.8,2.1
2025-02-03,Southern,Tamil Nadu,Clear,16.6,1.4
2025-02-03,Southern,Kerala,Clear,17.9,3.0
2025-02-03,Southern,Andhra Pradesh,Cold,17.5,4.8
2025-02-03,Southern,Telangana,Clear,10.9,4.7
2025-02-03,North-Eastern,Assam,Clear,19.0,1.6
2025-02-03,North-Eastern,Meghalaya,Cold,18.4,3.8
2025-02-03,North-Eastern,Manipur,Cold,11.3,1.5
2025-02-03,North-Eastern,Nagaland,Clear,13.3,4.3
2025-02-03,North-Eastern,Tripura,Clear,17.0,2.6
2025-02-04,Northern,Delhi,Clear,15.7,0.3
2025-02-04,Northern,Punjab,Clear,10.9,2.6
2025-02-04,Northern,Haryana,Clear,19.3,3.4
2025-02-04,Northern,Himachal Pradesh,Clear,16.1,1.4
2025-02-04,Northern,Uttarakhand,Clear,15.8,1.3
2025-02-04,Northern,Jammu & Kashmir,Clear,11.3,1.8
2025-02-04,Western,Maharashtra,Clear,17.3,2.5
2025-02-04,Western,Gujarat,Clear,11.8,2.5
2025-02-04,Western,Rajasthan,Clear,12.9,1.2
2025-02-04,Western,Goa,Cold,10.2,0.0
2025-02-04,Eastern,West Bengal,Clear,17.4,4.0
2025-02-04,Eastern,Odisha,Cold,20.0,4.0
2025-02-04,Eastern,Bihar,Clear,13.5,0.2
2025-02-04,Eastern,Jharkhand,Clear,16.4,1.1
2025-02-04,Southern,Karnataka,Clear,17.9,1.4
2025-02-04,Southern,Tamil Nadu,Clear,15.5,1.5
2025-02-04,Southern,Kerala,Cold,13.3,0.6
2025-02-04,Southern,Andhra Pradesh,Clear,16.2,3.6
2025-02-04,Southern,Telangana,Cold,11.9,4.2
2025-02-04,North-Eastern,Assam,Clear,14.8,4.6
2025-02-04,North-Eastern,Meghalaya,Clear,16.5,4.0
2025-02-04,North-Eastern,Manipur,Clear,14.6,0.8
2025-02-04,North-Eastern,Nagaland,Clear,14.6,4.5
2025-02-04,North-Eastern,Tripura,Clear,10.6,4.6
2025-02-05,Northern,Delhi,Clear,17.2,1.5
2025-02-05,Northern,Punjab,Clear,10.2,2.8
2025-02-05,Northern,Haryana,Clear,18.0,3.4
2025-02-05,Northern,Himachal Pradesh,Clear,11.5,0.3
2025-02-05,Northern,Uttarakhand,Cold,13.8,1.7
2025-02-05,Northern,Jammu & Kashmir,Clear,15.7,4.2
2025-02-05,Western,Maharashtra,Clear,11.2,0.9
2025-02-05,Western,Gujarat,Clear,13.1,3.5
2025-02-05,Western,Rajasthan,Cold,10.9,1.4
2025-02-05,Western,Goa,Cold,18.3,1.9
2025-02-05,Eastern,West Bengal,Clear,13.0,1.1
2025-02-05,Eastern,Odisha,Cold,10.4,1.9
2025-02-05,Eastern,Bihar,Cold,14.4,4.6
2025-02-05,Eastern,Jharkhand,Cold,19.0,4.0
2025-02-05,Southern,Karnataka,Cold,19.2,1.0
2025-02-05,Southern,Tamil Nadu,Clear,13.1,4.4
2025-02-05,Southern,Kerala,Clear,18.7,0.7
2025-02-05,Southern,Andhra Pradesh,Clear,11.3,3.4
2025-02-05,Southern,Telangana,Clear,13.9,0.2
2025-02-05,North-Eastern,Assam,Clear,13.1,0.6
2025-02-05,North-Eastern,Meghalaya,Cold,15.9,3.4
2025-02-05,North-Eastern,Manipur,Cold,18.9,1.7
2025-02-05,North-Eastern,Nagaland,Cold,16.6,2.6
2025-02-05,North-Eastern,Tripura,Clear,17.6,0.1
2025-02-06,Northern,Delhi,Clear,13.2,4.5
2025-02-06,Northern,Punjab,Cold,15.3,1.4
2025-02-06,Northern,Haryana,Clear,12.7,3.4
2025-02-06,Northern,Himachal Pradesh,Cold,10.2,1.4
2025-02-06,Northern,Uttarakhand,Clear,11.0,2.8
2025-02-06,Northern,Jammu & Kashmir,Clear,13.2,1.8
2025-02-06,Western,Maharashtra,Cold,18.0,4.7
2025-02-06,Western,Gujarat,Clear,10.7,1.2
2025-02-06,Western,Rajasthan,Clear,15.4,4.5
2025-02-06,Western,Goa,Cold,14.7,0.7
2025-02-06,Eastern,West Bengal,Clear,13.8,0.3
2025-02-06,Eastern,Odisha,Cold,11.8,2.1
2025-02-06,Eastern,Bihar,Clear,16.3,4.5
2025-02-06,Eastern,Jharkhand,Clear,16.2,3.5
2025-02-06,Southern,Karnataka,Clear,12.0,1.7
2025-02-06,Southern,Tamil Nadu,Clear,10.8,4.0
2025-02-06,Southern,Kerala,Clear,10.9,2.8
2025-02-06,Southern,Andhra Pradesh,Clear,14.6,2.3
2025-02-06,Southern,Telangana,Clear,17.7,3.2
2025-02-06,North-Eastern,Assam,Clear,12.2,1.2
2025-02-06,North-Eastern,Meghalaya,Clear,13.6,1.3
2025-02-06,North-Eastern,Manipur,Cold,16.7,3.5
2025-02-06,North-Eastern,Nagaland,Clear,10.3,2.3
2025-02-06,North-Eastern,Tripura,Clear,14.8,0.6
2025-02-07,Northern,Delhi,Cold,13.5,1.4
2025-02-07,Northern,Punjab,Clear,11.0,0.6
2025-02-07,Northern,Haryana,Clear,13.3,4.0
2025-02-07,Northern,Himachal Pradesh,Clear,13.0,0.4
2025-02-07,Northern,Uttarakhand,Clear,14.1,2.0
2025-02-07,Northern,Jammu & Kashmir,Clear,11.6,1.2
2025-02-07,Western,Maharashtra,Clear,13.4,1.9
2025-02-07,Western,Gujarat,Clear,17.8,3.0
2025-02-07,Western,Rajasthan,Clear,13.4,2.8
2025-02-07,Western,Goa,Clear,16.6,1.2
2025-02-07,Eastern,West Bengal,Cold,17.1,3.7
2025-02-07,Eastern,Odisha,Clear,16.0,0.6
2025-02-07,Eastern,Bihar,Clear,18.2,2.8
2025-02-07,Eastern,Jharkhand,Cold,14.1,1.5
2025-02-07,Southern,Karnataka,Clear,18.1,0.5
2025-02-07,Southern,Tamil Nadu,Clear,16.4,1.6
2025-02-07,Southern,Kerala,Cold,18.2,0.5
2025-02-07,Southern,Andhra Pradesh,Clear,16.4,4.5
2025-02-07,Southern,Telangana,Cold,16.6,3.8
2025-02-07,North-Eastern,Assam,Clear,13.9,2.7
2025-02-07,North-Eastern,Meghalaya,Clear,12.1,2.2
2025-02-07,North-Eastern,Manipur,Clear,17.9,1.5
2025-02-07,North-Eastern,Nagaland,Clear,19.4,1.5
2025-02-07,North-Eastern,Tripura,Clear,19.2,3.6
2025-02-08,Northern,Delhi,Cold,16.1,2.9
2025-02-08,Northern,Punjab,Clear,11.3,2.0
2025-02-08,Northern,Haryana,Clear,19.0,0.3
2025-02-08,Northern,Himachal Pradesh,Cold,15.6,0.0
2025-02-08,Northern,Uttarakhand,Clear,12.8,0.5
2025-02-08,Northern,Jammu & Kashmir,Cold,17.0,1.2
2025-02-08,Western,Maharashtra,Clear,17.1,3.1
2025-02-08,Western,Gujarat,Clear,15.5,1.9
2025-02-08,Western,Rajasthan,Clear,11.4,0.9
2025-02-08,Western,Goa,Clear,19.2,1.9
2025-02-08,Eastern,West Bengal,Clear,20.0,0.8
2025-02-08,Eastern,Odisha,Clear,10.1,0.6
2025-02-08,Eastern,Bihar,Clear,17.2,0.1
2025-02-08,Eastern,Jharkhand,Clear,19.7,3.3
2025-02-08,Southern,Karnataka,Cold,16.4,0.4
2025-02-08,Southern,Tamil Nadu,Clear,18.9,4.3
2025-02-08,Southern,Kerala,Clear,14.3,3.0
