item_code,project_title,serial_number,description,unit,quantity,rate_per_unit,total_cost,material_category,shelf_life,reorder_frequency,procurement_lead_time,has_components,component_count
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,"RSJ 116x100, 9 m long",Nos.,6.0,9254.0,55524.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,MS Channel 100x50x6 mm,Kg.,1610.0,51.8,83398.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,MS angle 50x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,MS Flat 75x10 mm,Kg.,80.0,48.5,3880.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,"11KV A.B. Switch, 400 A",Nos.,3.0,9240.0,27720.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,Disc Insulator 11 KV 70 KN,Nos.,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,Strain Hardware for Dog0.1 or Equ.AAAC.,Nos.,36.0,322.0,11592.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,9.0,135.0,1215.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,Earthing Sets H.T,Sets,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,L.As. 11 KV (Gapless type) with disconector,Sets,3.0,1268.0,3804.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,AAAC 100 mm2,Rmt.,150.0,51.82,7773.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,G.I.Nut Bolts,Kg.,50.0,82.9,4145.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,Concreting ration 1:3:6,Cmt.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,DOG TO DOG or equivalent AAAC,Nos.,18.0,559.0,10062.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,T-Connector for 100 sq mm conductor,Nos.,18.0,733.0,13194.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",21-SUB,Miscelleneous material,LS,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",22,11 kV Pin Insulators with G.I. Pins,No.,12.0,135.0,1620.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23,Clamps and Connectors as per Sheet no. 5,No.,1.0,183453.0,183453.0,other,Variable,As needed,1-2 weeks,Yes,7
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23-SUB,DOG TO DOG or equivalent AAAC,Nos.,30.0,559.0,16770.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23-SUB,T-Connector for 200 sq mm conductor(Compression type),Nos.,30.0,3352.0,100560.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23-SUB,Clamps for 22 KV Isolator,Nos.,18.0,1020.0,18360.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23-SUB,Connectors for T/F Bushing,Nos.,6.0,3783.0,22698.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23-SUB,Clamps for 22 KV C.T.,Nos.,6.0,1425.0,8550.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23-SUB,Clamps for 22 KV P.T.,Nos.,3.0,1425.0,4275.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",23-SUB,Clamp for 22 KV VCB,Nos.,6.0,2040.0,12240.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24,Structure for 11 KV Main Bus as per Sheet no. 6,No.,1.0,213971.2,213971.2,other,Variable,As needed,1-2 weeks,Yes,15
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,"RSJ 116x100, 9 m long",Nos.,6.0,9254.0,55524.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,MS Channel 100x50x6 mm,Kg.,1610.0,51.8,83398.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,MS angle 50x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,MS Flat 75x10 mm,Kg.,80.0,48.5,3880.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,Disc Insulator 11 KV 70 KN,Nos.,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,Strain Hardware for Dog0.1 or Equ.AAAC.,Nos.,36.0,322.0,11592.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,9.0,135.0,1215.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,Earthing Sets H.T,Sets,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,L.As. 11 KV (Gapless type) with discorector,Sets,3.0,1268.0,3804.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,AAAC 100 mm2,Rmt.,150.0,51.82,7773.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,G.I.Nut Bolts,Kg.,50.0,82.9,4145.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,Concreting ration 1:3:6,Cmt.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,T-Connector for 100 sq mm conductor,Nos.,12.0,733.0,8796.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",24-SUB,Miscelleneous material,LS,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25,S/S Yard lighting as per Sheet no. 7,No.,1.0,215879.0,215879.0,other,Variable,As needed,1-2 weeks,Yes,8
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,Flood lights with control gear box & 250w SV Lamp,No.,14.0,6300.0,88200.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,"Tubular pole 9 Mtr. Long 88.9C, 137.7 mm",No.,14.0,4815.0,67410.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,L.T. XLPE Armoured cable 4core 16sq.mm.,Mtr.,250.0,78.0,19500.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,L.T. 2 Core Cable 2.5 sqmm Armoured,Mtr.,100.0,77.0,7700.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,Concreting ration 1:3:6,Cmt,8.0,3027.0,24216.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,Red Bricks,No.,1200.0,5.5,6600.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,Sand,Cmt,6.5,222.0,1443.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",25-SUB,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",26,"Battery set 30 Volt, 100 AH with Battery charger",No.,1.0,72000.0,72000.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27,11/0.43 KV x 100 KVA station Transformer as per Sheet no.8.,No.,1.0,195591.4,195591.4,electrical,Long (>5 years),As needed,2-4 weeks,Yes,18
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,MS Channel 100x50x6 mm,Kg.,290.0,51.8,15022.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,M.S.Channel 75x40x6 mm,Kg.,15.0,51.8,777.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,MS Flat 75 x 10 mm,Kg.,20.0,46.5,970.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,"Dist. Transformer 100 KVA, 11/0.43 kv",No.,1.0,112770.0,112770.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,L.T Dist.Boxes 100 KVA with MCCB,No,1.0,12822.0,12822.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,"11KV A.B. Switch, 400 A",Set,1.0,9240.0,9240.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,11KV H.G.Fuses,Nos.,1.0,1964.0,1964.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,L.As. 11 KV (Gapless type) with discorector,Set,1.0,1268.0,1268.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,6.0,135.0,810.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,L.T.XLPE Armoured 3.5 Core cable70 sq.mm.,Rmt.,10.0,204.0,2040.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,L.T. XLPE armoured cable 3 1/2 C 50 sq.mm.,Rmt.,50.0,150.0,7500.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,Earthing Sets H.T,Nos.,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,G.I.Strip (25 X 3 mm ),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,Coat,Kg.,200.0,15.0,3000.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,Salt,Kg.,200.0,7.0,1400.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,Plinth for station Transformer,Cmt.,5.6,3027.0,16951.2,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,Half round cement pipe ( 150 mm X 1mtr),Nos.,30.0,110.0,3300.0,cement,Medium (3-6 months),Monthly,1 week,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",27-SUB,G.I.Nut Boltss Washer & Misc Material,L.S,1.0,2060.0,2060.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",28,Control cables for S/S as per Sheet no. 9,No.,1.0,85383.45,85383.45,electrical,Long (>5 years),As needed,2-4 weeks,Yes,6
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",28-SUB,Armoured Copper control cable 19C X 2.5 Sq mm,Rmt,125.0,331.39,41423.75,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",28-SUB,Armoured Copper control cable 12C X 2.5 Sq mm,Rmt,130.0,216.24,28111.2,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",28-SUB,Armoured Copper control cable 4C X 2.5 Sq mm,Rmt,55.0,87.6,4818.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",28-SUB,Armoured Copper control cable 2Cx2.5 sq.mm.,Rmt,50.0,55.11,2755.5,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",28-SUB,L.T. XLPE Armoured cable 4core 16sq.mm.,RMT,100.0,78.0,7800.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",28-SUB,Miscelleneous material,L.S,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
0401,"Cost data for 22/11 KV, 1x5 MVA Substation ( Outdoor)",29,AC Distribution Board 'B' type,No.,1.0,24325.0,24325.0,lumber,Medium (1-2 years),Bi-monthly,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",1,33 KV Lightning Arrestors (Station type),Set,1.0,13571.0,13571.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",2,33 KV VCB complete 1600 Amp (O.D.),No,1.0,204195.0,204195.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",3,33 kV C. T. (400-200/1-1-1),No,3.0,25011.0,75033.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",4,33 KV Isolators without EB (800 Amp.),Set,2.0,50510.0,101020.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5,Power Transformer 33/22 KV 10 MVA,No,1.0,4955754.0,4955754.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6,Earthing complete as per Sheet no. 4,Set,1.0,240980.0,240980.0,other,Variable,As needed,1-2 weeks,Yes,6
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6-SUB,M.S.Flat 50 x 6 mm,Kg.,1500.0,48.5,72750.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6-SUB,Earthing Sets H.T of C.I.pipe 150 mm 3 mtr.,No.,22.0,6300.0,138600.0,pipes,Long (>5 years),As needed,2-3 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6-SUB,Coal,Kg.,1310.0,15.0,19650.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6-SUB,Salt,Kg.,1310.0,7.0,9170.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6-SUB,RCC Ring work for earthing pits,No.,0.0,266.0,0.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6-SUB,Sundries,L.S.,1.0,810.0,810.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",7,C&R panel for 33 KV Transformer with Diff. Protection,Set,1.0,62334.0,62334.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",8,G.I.Nut Bolts,Kg,20.0,82.9,1658.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",9,Marshalling Box,No,1.0,4284.0,4284.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",10,Fire Extinguisher with stand,Set,1.0,4200.0,4200.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",11,Structure for 33 KV CT/LA/Post Insulator as per Table No 1,No,1.0,31754.0,31754.0,insulation,Long (>5 years),As needed,1-2 weeks,Yes,4
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",11-SUB,Structure for 33 KV CT,Kg.,360.0,51.8,18648.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",11-SUB,Structure for 33 KV L.A.,Kg.,155.0,51.8,8029.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",11-SUB,Structure for Power T/F Neutral Earthing,Kg.,50.0,51.8,2590.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",11-SUB,G.I.Nut Bolts,Kg.,30.0,82.9,2487.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",1 (22KV SIDE),"22 kv 500 MVA OD Switchgears comprising of 1 Incomer and 3 single feeder with associated OD panels, Islators, C.T. & P.T. etc.",Set,1.0,1290945.0,1290945.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",2 (22KV SIDE),22 KV Lightning Arrestors (Station type),Set,1.0,11884.0,11884.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",3 (22KV SIDE),22 kV Pin Insulators with G.I. Pins,No,12.0,336.0,4032.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",4 (22KV SIDE),Clamps and Connectors as per Table No 2,No,1.0,185136.0,185136.0,other,Variable,As needed,1-2 weeks,Yes,5
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",4 (22KV SIDE)-SUB,Wedge Connectors DOG TO DOG or equivalent AAAC,Nos.,30.0,559.0,16770.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",4 (22KV SIDE)-SUB,Clamps for 33 KV Isolator,Nos.,24.0,992.0,23808.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",4 (22KV SIDE)-SUB,Connectors for T/F Bushing,Nos.,6.0,3783.0,22698.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",4 (22KV SIDE)-SUB,Clamps for 33 KV C.T.,Nos.,6.0,1450.0,8700.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",4 (22KV SIDE)-SUB,Clamps for 33 KV V.C.B.,Nos.,6.0,2100.0,12600.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5 (22KV SIDE),Control Cables as per Table No 3,No,1.0,85383.45,85383.45,electrical,Long (>5 years),As needed,2-4 weeks,Yes,6
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5 (22KV SIDE)-SUB,Armoured Copper control cable 19C X 2.5 Sq mm,Rmt,125.0,331.39,41423.75,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5 (22KV SIDE)-SUB,Armoured Copper control cable 12C X 2.5 Sq mm,Rmt,130.0,216.24,28111.2,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5 (22KV SIDE)-SUB,Armoured Copper control cable 4C X 2.5 Sq mm,Rmt,55.0,87.6,4818.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5 (22KV SIDE)-SUB,Armoured Copper control cable 2Cx2.5 sq.mm.,Rmt,50.0,55.11,2755.5,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5 (22KV SIDE)-SUB,L.T. XLPE Armoured cable 4core 16sq.mm.,RMT,100.0,78.0,7800.0,electrical,Long (>5 years),As needed,2-4 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",5 (22KV SIDE)-SUB,Miscelleneous material,L.S.,1.0,475.0,475.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE),Take off structure for 3 outgoing feeder as per Sheet no. 5,No.,1.0,267122.08,256151.2,other,Variable,As needed,1-2 weeks,Yes,17
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,"RSJ 116x100, 9 m long",Nos.,6.0,9254.0,55524.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,MS Channel 100x50x6 mm,Kg.,1610.0,51.8,83398.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,MS angle 50x50x6 mm,Kg.,100.0,51.8,5180.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,MS Flat 75x10 mm,Kg.,80.0,48.5,3980.0,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,"11KV A.B. Switch, 400 A",Nos.,3.0,9240.0,27720.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,Disc Insulator 11 KV 70 KN,Nos.,36.0,344.0,12384.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,Strain Hardware for Dog0.1 or Equ.AAAC.,Nos.,36.0,322.0,11592.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,11 kV Pin Insulators with G.I. Pins,Nos.,9.0,135.0,1215.0,insulation,Long (>5 years),As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,Earthing Sets H.T,Sets,3.0,342.0,1026.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,L.As. 11 KV (Gapless type) with disconector,Sets,3.0,1268.0,3804.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,AAAC 100 mm2,Rmt.,150.0,51.82,7773.0,other,Variable,As needed,1-2 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,G.I.Strip (25 X 3 mm),Kg.,40.0,66.78,2671.2,steel,Long (>5 years),Quarterly,2-3 weeks,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,G.I.Nut Bolts,Kg.,50.0,82.9,4145.0,fasteners,Long (>5 years),Quarterly,1 week,No,0
302C,"Cost data for Additional 33/22 KV, 1x 10 MVA ( Outdoor)",6 (22KV SIDE)-SUB,Concreting ration 1:3:6,Cmt.,4.0,3027.0,12108.0,other,Variable,As needed,1-2 weeks,No,0
